 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Idade da mãe
Idade da mãe: Menor de 10 anos, 10 a 14 anos, 15 a 19 anos, 20 a 24 anos, 25 a 29 anos, 30 a 34 anos, 35 a 39 anos, 40 a 44 anos, 45 a 49 anos, 50 a 54 anos, 55 a 59 anos, 60 a 64 anos, 65 a 69 anos
Período:2016
"Município";"Menor de 10 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"Total"
"311540 Catas Altas da Noruega";-;-;7;9;7;5;2;3;-;-;-;-;-;33
"311545 Catuji";-;-;29;35;29;24;10;-;1;-;-;-;-;128
"311547 Catuti";-;-;8;17;14;10;3;1;-;-;-;-;-;53
"311550 Caxambu";-;2;35;54;49;45;26;2;-;-;-;-;-;213
"311560 Cedro do Abaeté";-;-;2;1;2;3;2;-;-;-;-;-;-;10
"311570 Central de Minas";-;2;9;24;28;14;1;2;-;-;-;-;-;80
"311580 Centralina";-;1;16;36;31;12;8;2;-;-;-;-;-;106
"311590 Chácara";-;-;2;7;9;6;3;-;-;-;-;-;-;27
"311600 Chalé";-;-;9;16;20;13;6;-;1;-;-;-;-;65
"311610 Chapada do Norte";-;-;15;30;27;14;9;6;1;-;-;-;-;102
"311615 Chapada Gaúcha";-;1;40;47;44;24;11;6;-;-;-;-;-;173
"311620 Chiador";-;-;6;7;5;3;4;2;-;-;-;-;-;27
"311630 Cipotânea";-;-;8;14;11;12;9;-;-;-;-;-;-;54
"311640 Claraval";-;-;1;-;4;2;2;3;-;-;-;-;-;12
"311650 Claro dos Poções";-;1;11;18;16;22;9;2;-;-;-;-;-;79
"311660 Cláudio";-;-;42;80;102;78;42;17;-;-;-;-;-;361
"311670 Coimbra";-;1;9;27;18;14;7;-;-;-;-;-;-;76
"311680 Coluna";-;-;22;33;27;18;12;6;-;-;-;-;-;118
"311690 Comendador Gomes";-;-;6;4;11;3;-;-;-;-;-;-;-;24
"311700 Comercinho";-;-;12;14;15;12;7;3;-;-;-;-;-;63
"311710 Conceição da Aparecida";-;-;13;32;32;30;6;2;-;-;-;-;-;115
"311520 Conceição da Barra de Minas";-;-;2;6;11;-;3;-;-;-;-;-;-;22
"311730 Conceição das Alagoas";-;5;72;109;83;70;21;5;-;-;-;-;-;365
"311720 Conceição das Pedras";-;-;7;7;4;8;1;1;-;-;-;-;-;28
"311740 Conceição de Ipanema";-;-;6;9;8;4;3;-;-;-;-;-;-;30
"311750 Conceição do Mato Dentro";-;1;46;58;61;49;28;8;1;-;-;-;-;252
"311760 Conceição do Pará";-;-;4;15;7;9;5;1;-;-;-;-;-;41
"311770 Conceição do Rio Verde";-;2;20;40;43;34;5;2;-;-;-;-;-;146
"311780 Conceição dos Ouros";-;-;21;35;40;25;14;3;-;-;-;-;-;138
"311783 Cônego Marinho";-;-;11;23;14;14;10;3;-;-;-;-;-;75
"311787 Confins";-;-;7;18;21;23;11;3;-;-;-;-;-;83
"311790 Congonhal";-;-;25;22;32;27;15;7;2;-;-;-;-;130
"311800 Congonhas";-;2;87;160;201;185;105;19;2;-;-;-;-;761
"311810 Congonhas do Norte";-;2;10;14;13;7;5;1;-;-;-;-;-;52
"311820 Conquista";-;-;14;23;12;17;7;4;-;-;-;-;-;77
"311830 Conselheiro Lafaiete";-;4;161;356;431;426;244;55;2;-;-;-;-;1679
"311840 Conselheiro Pena";-;3;37;58;61;56;32;10;1;-;-;-;-;258
"311850 Consolação";-;-;5;8;4;2;2;1;-;-;-;-;-;22
"311860 Contagem";-;25;871;1790;2029;2042;1225;278;17;1;-;-;-;8278
"311870 Coqueiral";-;-;19;13;28;16;15;-;1;-;-;-;-;92
"311880 Coração de Jesus";-;4;52;70;61;49;21;5;-;-;-;-;-;262
"311890 Cordisburgo";-;-;11;11;12;18;5;2;-;-;-;-;-;59
"311900 Cordislândia";-;-;8;12;6;1;2;1;-;-;-;-;-;30
"311910 Corinto";-;7;58;73;72;44;36;4;-;-;-;-;-;294
"311920 Coroaci";-;-;15;25;23;11;8;1;-;-;-;-;-;83
"311930 Coromandel";-;1;63;70;88;57;37;4;-;-;-;-;-;320
"311940 Coronel Fabriciano";-;7;157;297;336;272;165;43;-;-;-;-;-;1277
"311950 Coronel Murta";-;-;14;27;27;22;6;6;-;-;-;-;-;102
"311960 Coronel Pacheco";-;-;4;3;9;6;3;-;-;-;-;-;-;25
"311970 Coronel Xavier Chaves";-;-;5;10;11;4;5;2;-;-;-;-;-;37
"311980 Córrego Danta";-;1;7;4;6;-;3;1;1;-;-;-;-;23
"311990 Córrego do Bom Jesus";-;-;2;9;8;5;3;-;-;-;-;-;-;27
"311995 Córrego Fundo";-;-;6;8;15;14;12;2;-;-;-;-;-;57
"312000 Córrego Novo";-;1;6;9;15;8;3;-;-;-;-;-;-;42
"312010 Couto de Magalhães de Minas";-;2;9;13;9;9;5;3;-;-;-;-;-;50
"312015 Crisólita";-;4;12;19;19;15;5;2;-;-;-;-;-;76
"312020 Cristais";-;1;20;28;38;27;10;4;-;-;-;-;-;128
"312030 Cristália";-;-;15;21;8;5;3;-;-;-;-;-;-;52
"312040 Cristiano Otoni";-;-;4;10;12;15;10;1;-;-;-;-;-;52
"312050 Cristina";-;1;13;37;27;26;17;6;-;-;-;-;-;127
"312060 Crucilândia";-;-;5;7;12;16;6;2;1;-;-;-;-;49
"312070 Cruzeiro da Fortaleza";-;1;9;21;14;11;4;-;-;-;-;-;-;60
"312080 Cruzília";-;-;28;62;42;38;15;3;1;-;-;-;-;189
"312083 Cuparaque";-;1;17;12;18;9;2;-;-;-;-;-;-;59
"312087 Curral de Dentro";-;-;23;31;29;12;10;3;-;-;-;-;-;108
"312090 Curvelo";-;9;167;242;188;179;91;26;-;-;-;-;-;902
"312100 Datas";-;-;17;26;24;14;6;1;-;-;-;-;-;88
"312110 Delfim Moreira";-;1;15;18;14;9;12;3;1;1;-;-;-;74
"312120 Delfinópolis";-;-;6;11;16;13;12;2;-;-;-;-;-;60
"312125 Delta";-;2;23;34;24;16;13;1;-;-;-;-;-;113
"312130 Descoberto";-;-;6;8;12;9;2;3;-;-;-;-;-;40
"312140 Desterro de Entre Rios";-;-;4;17;18;11;4;3;-;-;-;-;-;57
"312150 Desterro do Melo";-;-;-;5;6;10;5;2;-;-;-;-;-;28
"312160 Diamantina";-;2;105;175;168;142;77;18;3;-;-;-;-;690
"312170 Diogo de Vasconcelos";-;-;12;16;8;4;1;1;-;-;-;-;-;42
"312180 Dionísio";-;-;11;13;12;12;4;-;-;-;-;-;-;52
"312190 Divinésia";-;-;6;13;16;4;4;1;-;-;-;-;-;44
"312200 Divino";-;-;55;61;71;42;28;7;-;-;-;-;-;264
"312210 Divino das Laranjeiras";-;-;9;18;11;8;12;4;-;-;-;-;-;62
"312220 Divinolândia de Minas";-;-;11;30;23;14;12;3;-;-;-;-;-;93
"312230 Divinópolis";-;8;242;511;628;683;439;97;4;-;-;-;-;2612
"312235 Divisa Alegre";-;1;19;18;22;20;12;3;-;-;-;-;-;95
"312240 Divisa Nova";-;-;13;22;31;15;3;1;-;-;-;-;-;85
"312245 Divisópolis";-;4;19;23;18;11;6;1;-;-;-;-;-;82
"312247 Dom Bosco";-;-;9;6;9;6;2;2;-;-;-;-;-;34
"312250 Dom Cavati";-;1;6;13;15;11;5;1;-;-;-;-;-;52
"312260 Dom Joaquim";-;-;7;16;8;5;7;-;-;-;-;-;-;43
"312270 Dom Silvério";-;-;3;13;9;10;7;1;-;-;-;-;-;43
"312280 Dom Viçoso";-;-;1;4;9;4;4;1;-;-;-;-;-;23
"312290 Dona Eusébia";-;2;7;21;20;14;5;1;-;-;-;-;-;70
"312300 Dores de Campos";-;-;18;21;29;24;5;4;-;-;-;-;-;101
"312310 Dores de Guanhães";-;-;3;9;12;10;7;1;-;-;-;-;-;42
"312320 Dores do Indaiá";-;-;28;30;30;27;20;6;1;-;-;-;-;142
"312330 Dores do Turvo";-;-;8;7;18;15;4;2;-;-;-;-;-;54
"312340 Doresópolis";-;-;3;3;-;2;6;-;-;-;-;-;-;14
"312350 Douradoquara";-;-;1;8;3;2;-;1;-;-;-;-;-;15
"312352 Durandé";-;-;18;26;33;17;12;3;-;-;-;-;-;109
"312360 Elói Mendes";-;3;53;73;78;60;29;2;1;-;-;-;-;299
"312370 Engenheiro Caldas";-;2;25;27;38;21;13;5;-;-;-;-;-;131
"312380 Engenheiro Navarro";-;-;22;24;20;11;7;-;-;-;-;-;-;84
"312385 Entre Folhas";-;-;12;15;20;19;4;1;-;-;-;-;-;71
"312390 Entre Rios de Minas";-;1;18;34;29;40;29;7;-;-;-;-;-;158
"312400 Ervália";-;2;29;49;57;48;17;5;-;-;-;-;-;207
"312410 Esmeraldas";-;6;171;284;274;218;115;25;-;1;-;-;-;1094
"312420 Espera Feliz";-;1;45;103;81;64;25;10;-;-;-;-;-;329
"312430 Espinosa";-;1;74;98;80;81;32;12;-;-;-;-;-;378
"312440 Espírito Santo do Dourado";-;1;16;18;18;16;8;-;-;-;-;-;-;77
"312450 Estiva";-;1;14;34;33;22;8;6;-;-;-;-;-;118
"312460 Estrela Dalva";-;-;3;7;7;1;-;1;-;-;-;-;-;19
"312470 Estrela do Indaiá";-;-;4;9;7;3;6;1;-;-;-;-;-;30
"312480 Estrela do Sul";-;1;15;28;21;10;4;-;-;-;-;-;-;79
"312490 Eugenópolis";-;-;8;20;26;13;10;2;-;-;-;-;-;79
"312500 Ewbank da Câmara";-;1;5;14;7;9;3;2;-;-;-;-;-;41
"312510 Extrema";-;2;97;161;160;130;75;20;-;-;-;-;-;645
"312520 Fama";-;-;6;5;8;6;2;-;-;-;-;-;-;27
"312530 Faria Lemos";-;1;4;18;9;8;3;-;-;-;-;-;-;43
"312540 Felício dos Santos";-;-;12;18;7;9;5;-;-;-;-;-;-;51
"312560 Felisburgo";-;-;22;31;24;27;3;3;-;-;-;-;-;110
"312570 Felixlândia";-;-;16;33;26;28;14;1;-;-;-;-;-;118
"312580 Fernandes Tourinho";-;-;7;7;10;6;-;-;-;-;-;-;-;30
"312590 Ferros";-;-;12;21;27;19;9;2;-;-;-;-;-;90
"312595 Fervedouro";-;1;25;37;30;41;9;2;-;-;-;-;-;145
"312600 Florestal";-;-;7;20;22;12;11;4;-;-;-;-;-;76
"312610 Formiga";-;3;58;133;187;174;107;21;2;-;-;-;-;685
"312620 Formoso";-;1;15;16;10;11;2;2;-;-;-;-;-;57
"312630 Fortaleza de Minas";-;-;4;9;13;4;3;-;-;-;-;-;-;33
"312640 Fortuna de Minas";-;-;3;9;13;3;4;3;-;-;-;-;-;35
"312650 Francisco Badaró";-;1;6;17;13;7;5;2;-;-;-;-;-;51
"312660 Francisco Dumont";-;-;12;12;14;8;2;1;-;-;-;-;-;49
"312670 Francisco Sá";-;1;42;63;67;34;18;3;-;-;-;-;-;228
"312675 Franciscópolis";-;1;5;26;14;5;3;-;-;-;-;-;-;54
"312680 Frei Gaspar";-;1;16;21;10;14;6;2;-;-;-;-;-;70
"312690 Frei Inocêncio";-;-;21;32;24;22;9;1;-;-;-;-;-;109
"312695 Frei Lagonegro";-;-;7;12;6;6;7;-;-;-;-;-;-;38
"312700 Fronteira";-;1;18;45;34;21;11;-;-;-;-;-;-;130
"312705 Fronteira dos Vales";-;3;9;11;5;8;5;4;-;-;-;-;-;45
"312707 Fruta de Leite";-;-;13;16;8;9;5;-;-;-;-;-;-;51
"312710 Frutal";-;6;112;202;183;123;59;12;-;-;1;-;-;698
"312720 Funilândia";-;1;15;17;11;7;5;2;-;-;-;-;-;58
"312730 Galiléia";-;1;25;20;23;21;6;2;-;-;-;-;-;98
"312733 Gameleiras";-;-;9;15;14;9;3;-;-;-;-;-;-;50
"312735 Glaucilândia";-;-;7;2;6;6;1;-;-;-;-;-;-;22
"312737 Goiabeira";-;1;6;10;7;7;3;-;-;-;-;-;-;34
"312738 Goianá";-;-;4;8;11;1;5;1;-;-;-;-;-;30
"312740 Gonçalves";-;1;1;5;9;8;4;2;-;-;-;-;-;30
"312750 Gonzaga";-;-;8;27;17;14;7;5;1;-;-;-;-;79
"312760 Gouveia";-;-;15;31;34;25;21;7;-;-;-;-;-;133
"312770 Governador Valadares";-;15;537;959;1026;838;428;97;4;-;-;-;-;3904
"312780 Grão Mogol";-;-;32;45;36;21;14;5;1;-;-;-;-;154
"312790 Grupiara";-;-;5;3;2;2;1;-;-;-;-;-;-;13
"312800 Guanhães";-;3;72;96;113;94;60;10;-;-;-;-;-;448
"312810 Guapé";-;1;20;30;45;31;24;6;-;-;-;-;-;157
"312820 Guaraciaba";-;-;14;22;26;23;8;2;-;-;-;-;-;95
"312825 Guaraciama";-;1;14;14;12;8;8;1;-;-;-;-;-;58
"312830 Guaranésia";-;-;39;59;50;34;34;4;-;-;-;-;-;220
"312840 Guarani";-;1;11;24;23;10;11;1;-;-;-;-;-;81
"312850 Guarará";-;-;6;9;4;9;2;-;1;-;-;-;-;31
"312860 Guarda-Mor";-;-;14;30;21;14;7;1;-;-;-;-;-;87
"312870 Guaxupé";-;1;85;131;164;147;83;20;1;-;-;-;-;632
"312880 Guidoval";-;1;14;22;14;13;5;2;-;-;-;-;-;71
"312890 Guimarânia";-;2;20;27;19;16;7;3;-;-;-;-;-;94
"312900 Guiricema";-;-;10;8;13;9;10;3;-;-;-;-;-;53
"312910 Gurinhatã";-;-;4;11;4;6;2;1;-;-;-;-;-;28
"312920 Heliodora";-;-;12;14;16;10;6;1;-;-;-;-;-;59
"312930 Iapu";-;2;25;36;37;27;11;1;-;-;-;-;-;139
"312940 Ibertioga";-;-;15;13;15;13;14;1;-;-;-;-;-;71
"312950 Ibiá";-;3;53;63;64;51;25;2;-;-;-;-;-;261
"312960 Ibiaí";-;-;16;26;20;21;5;-;-;-;-;-;-;88
"312965 Ibiracatu";-;-;11;17;13;12;2;2;-;-;-;-;-;57
"312970 Ibiraci";-;-;26;35;35;35;14;4;-;-;-;-;-;149
"312980 Ibirité";-;10;404;669;654;517;291;51;5;-;-;-;-;2601
"312990 Ibitiúra de Minas";-;-;10;6;5;4;4;-;-;-;-;-;-;29
"313000 Ibituruna";-;1;2;3;6;3;4;-;-;-;-;-;-;19
"313005 Icaraí de Minas";-;1;20;31;30;20;10;2;1;-;-;-;-;115
"313010 Igarapé";-;6;90;148;125;112;68;12;1;-;-;-;-;562
"313020 Igaratinga";-;1;16;30;32;22;15;5;1;-;-;-;-;122
"313030 Iguatama";-;-;11;20;21;22;4;4;-;-;-;-;-;82
"313040 Ijaci";-;2;12;18;21;16;6;3;-;-;-;-;-;78
"313050 Ilicínea";-;2;25;39;37;20;10;3;-;-;-;-;-;136
"313055 Imbé de Minas";-;-;9;27;23;14;5;1;-;-;-;-;-;79
"313060 Inconfidentes";-;-;6;23;13;24;7;4;-;-;-;-;-;77
"313065 Indaiabira";-;-;6;18;16;16;11;2;1;-;-;-;-;70
"313070 Indianópolis";-;-;12;10;15;13;10;2;-;-;-;-;-;62
"313080 Ingaí";-;-;7;5;6;3;3;-;-;-;-;-;-;24
"313090 Inhapim";-;3;40;54;64;47;27;2;1;-;-;-;-;238
"313100 Inhaúma";-;1;12;21;20;13;13;4;1;-;-;-;-;85
"313110 Inimutaba";-;-;16;20;17;14;6;4;-;-;-;-;-;77
"313115 Ipaba";-;3;39;67;47;42;17;2;-;-;-;-;-;217
"313120 Ipanema";-;1;44;74;50;43;17;2;-;-;-;-;-;231
"313130 Ipatinga";-;4;300;644;764;696;396;102;7;-;-;-;-;2913
"313140 Ipiaçu";-;-;10;12;9;5;3;1;-;-;-;-;-;40
"313150 Ipuiúna";-;1;8;23;25;20;11;1;-;1;-;-;-;90
"313160 Iraí de Minas";-;-;20;18;22;6;7;2;1;-;-;-;-;76
"313170 Itabira";-;5;180;310;369;405;218;63;4;-;-;-;-;1554
"313180 Itabirinha";-;1;33;42;25;32;12;1;-;-;-;-;-;146
"313190 Itabirito";-;3;82;150;173;185;78;24;2;-;-;-;-;697
"313200 Itacambira";-;-;8;6;8;3;3;-;-;-;-;-;-;28
"313210 Itacarambi";-;4;62;89;54;39;16;2;-;-;-;-;-;266
"313220 Itaguara";-;-;19;35;42;35;22;3;-;-;-;-;-;156
"313230 Itaipé";-;2;48;47;44;22;17;4;-;-;-;-;-;184
"313240 Itajubá";-;3;171;294;286;274;141;29;-;-;-;-;-;1198
"313250 Itamarandiba";-;2;69;126;117;90;41;10;-;-;-;-;-;455
"313260 Itamarati de Minas";-;-;2;11;11;6;9;1;-;-;-;-;-;40
"313270 Itambacuri";-;5;85;123;85;58;31;7;-;1;-;-;-;395
"313280 Itambé do Mato Dentro";-;1;1;6;2;3;3;-;-;-;-;-;-;16
"313290 Itamogi";-;2;21;27;25;37;9;6;-;-;-;-;-;127
"313300 Itamonte";-;1;22;52;58;41;17;4;-;-;-;-;-;195
"313310 Itanhandu";-;-;20;35;47;33;25;3;-;-;-;-;-;163
"313320 Itanhomi";-;-;27;39;36;30;13;7;1;-;-;-;-;153
"313330 Itaobim";-;4;42;63;51;30;25;6;-;-;-;-;-;221
"313340 Itapagipe";-;2;15;29;36;19;14;2;-;-;-;-;-;117
"313350 Itapecerica";-;-;22;48;56;39;15;5;-;-;-;-;-;185
"313360 Itapeva";-;-;21;33;31;24;12;3;-;-;-;-;-;124
"313370 Itatiaiuçu";-;-;24;35;31;29;13;7;-;-;-;-;-;139
"313375 Itaú de Minas";-;1;28;45;52;35;23;2;1;-;-;-;-;187
"313380 Itaúna";-;2;125;211;243;234;150;30;4;-;-;-;-;999
"313390 Itaverava";-;-;11;15;8;13;5;3;-;-;-;-;-;55
"313400 Itinga";-;3;28;38;45;27;20;4;-;-;-;-;-;165
"313410 Itueta";-;2;15;17;21;11;6;-;-;-;-;-;-;72
"313420 Ituiutaba";-;9;185;355;309;240;123;22;1;-;-;-;-;1244
"313430 Itumirim";-;-;8;13;22;18;7;3;1;-;-;-;-;72
"313440 Iturama";-;8;90;174;118;88;44;5;-;-;-;-;-;527
"313450 Itutinga";-;-;6;8;5;9;-;2;-;-;-;-;-;30
"313460 Jaboticatubas";-;1;37;53;45;40;23;7;-;-;-;-;-;206
"313470 Jacinto";-;4;26;34;29;20;12;8;-;-;-;-;-;133
"313480 Jacuí";-;1;12;24;20;21;9;2;-;-;-;-;-;89
"313490 Jacutinga";-;3;37;75;67;62;32;14;-;-;-;-;-;290
"313500 Jaguaraçu";-;-;5;8;10;7;2;-;-;-;-;-;-;32
"313505 Jaíba";-;15;151;188;141;82;39;5;-;-;-;-;-;621
"313507 Jampruca";-;1;10;25;19;4;4;-;-;-;-;-;-;63
"313510 Janaúba";-;15;173;300;270;178;93;18;3;-;-;-;-;1050
"313520 Januária";-;3;179;264;237;191;117;21;-;-;-;-;-;1012
"313530 Japaraíba";-;-;8;10;9;9;7;1;-;-;-;-;-;44
"313535 Japonvar";-;2;15;32;19;18;5;2;-;-;-;-;-;93
"313540 Jeceaba";-;-;4;11;12;15;5;-;-;-;-;-;-;47
"313545 Jenipapo de Minas";-;1;14;12;16;9;8;3;-;-;-;-;-;63
"313550 Jequeri";-;-;16;27;29;31;17;4;-;-;-;-;-;124
"313560 Jequitaí";-;-;19;20;27;12;4;1;-;-;-;-;-;83
"313570 Jequitibá";-;-;9;13;19;10;2;1;-;-;-;-;-;54
"313580 Jequitinhonha";-;4;80;69;59;48;19;7;-;-;-;-;-;286
"313590 Jesuânia";-;1;7;13;11;10;7;1;-;-;-;-;-;50
"313600 Joaíma";-;1;54;43;44;31;15;1;1;-;-;-;-;190
"313610 Joanésia";-;-;11;5;10;9;9;1;-;-;-;-;-;45
"313620 João Monlevade";-;3;95;180;241;202;147;29;4;-;-;-;-;901
"313630 João Pinheiro";-;16;128;188;163;109;57;14;1;-;-;-;-;676
"313640 Joaquim Felício";-;1;6;14;7;6;-;1;-;-;-;-;-;35
"313650 Jordânia";-;2;17;31;25;17;6;-;-;-;-;-;-;98
"313652 José Gonçalves de Minas";-;-;8;13;13;9;7;1;-;-;-;-;-;51
"313655 José Raydan";-;-;14;15;13;7;2;-;-;-;-;-;-;51
"313657 Josenópolis";-;-;5;10;6;6;2;2;1;-;-;-;-;32
"313665 Juatuba";-;1;50;90;112;78;44;10;-;-;-;-;-;385
"313670 Juiz de Fora";-;34;790;1406;1476;1445;891;201;15;1;-;-;-;6259
"313680 Juramento";-;-;10;12;10;7;3;-;1;-;-;-;-;43
"313690 Juruaia";-;4;10;43;43;29;15;3;-;-;-;-;-;147
"313695 Juvenília";-;2;8;19;16;14;4;-;-;-;-;-;-;63
"313700 Ladainha";-;4;38;65;35;28;20;6;-;-;-;-;-;196
"313710 Lagamar";-;1;7;5;18;6;7;1;-;1;-;-;-;46
"313720 Lagoa da Prata";-;11;91;164;167;116;65;9;-;-;-;-;-;623
"313730 Lagoa dos Patos";-;-;10;7;5;2;3;-;-;-;-;-;-;27
"313740 Lagoa Dourada";-;-;13;34;34;36;18;3;1;-;-;-;-;139
"313750 Lagoa Formosa";-;-;31;45;49;40;15;3;1;-;-;-;-;184
"313753 Lagoa Grande";-;1;18;27;22;16;4;2;-;-;-;-;-;90
"313760 Lagoa Santa";-;5;95;145;183;203;150;22;-;-;-;-;-;803
"313770 Lajinha";-;3;44;62;82;63;34;1;-;-;-;-;-;289
"313780 Lambari";-;-;28;52;59;49;29;6;1;-;-;-;-;224
"313790 Lamim";-;-;2;4;9;10;8;1;-;-;-;-;-;34
"313800 Laranjal";-;-;6;1;8;11;8;2;-;-;-;-;-;36
"313810 Lassance";-;1;25;16;11;6;3;1;-;-;-;-;-;63
"313820 Lavras";-;4;134;310;336;312;176;28;-;-;-;-;-;1300
"313830 Leandro Ferreira";-;-;9;5;5;4;4;1;-;-;-;-;-;28
"313835 Leme do Prado";-;-;5;12;8;14;4;5;1;-;-;-;-;49
"313840 Leopoldina";-;7;108;145;154;122;66;13;1;-;-;-;-;616
"313850 Liberdade";-;-;5;8;9;9;4;1;-;-;-;-;-;36
"313860 Lima Duarte";-;2;21;48;37;38;14;8;1;1;-;-;-;170
"313862 Limeira do Oeste";-;-;18;37;26;14;7;-;-;-;-;-;-;102
"313865 Lontra";-;-;30;24;15;16;12;2;-;-;-;-;-;99
"313867 Luisburgo";-;2;18;23;21;24;11;1;-;-;-;-;-;100
"313868 Luislândia";-;-;17;26;23;12;10;1;1;-;-;-;-;90
"313870 Luminárias";-;-;9;13;15;12;2;2;-;-;-;-;-;53
"313880 Luz";-;-;25;51;56;44;35;7;1;-;-;-;-;219
"313890 Machacalis";-;-;17;17;21;17;10;2;-;-;-;-;-;84
"313900 Machado";-;1;76;123;110;103;51;10;2;-;-;-;-;476
"313910 Madre de Deus de Minas";-;-;5;13;12;21;4;1;-;-;-;-;-;56
"313920 Malacacheta";-;5;53;77;40;35;27;7;-;-;-;-;-;244
"313925 Mamonas";-;1;8;20;16;13;4;-;-;-;-;-;-;62
"313930 Manga";-;8;84;75;49;50;29;7;-;-;-;-;-;302
"313940 Manhuaçu";-;7;190;319;346;253;147;20;3;-;-;-;-;1285
"313950 Manhumirim";-;2;44;92;73;52;22;5;1;-;-;-;-;291
"313960 Mantena";-;1;44;85;88;63;29;11;-;-;-;-;-;321
"313980 Mar de Espanha";-;-;32;32;34;22;14;3;-;-;-;-;-;137
"313970 Maravilhas";-;-;12;22;21;18;10;2;-;-;-;-;-;85
"313990 Maria da Fé";-;-;21;52;40;32;14;7;-;-;-;-;-;166
"314000 Mariana";-;4;108;208;214;211;109;26;1;-;-;-;-;881
"314010 Marilac";-;1;12;13;9;7;7;1;-;-;-;-;-;50
"314015 Mário Campos";-;2;20;59;59;45;23;4;-;-;-;-;-;212
"314020 Maripá de Minas";-;-;2;15;8;6;3;-;-;-;-;-;-;34
"314030 Marliéria";-;-;4;7;14;9;4;-;-;-;-;-;-;38
"314040 Marmelópolis";-;-;6;10;13;5;2;-;-;-;-;-;-;36
"314050 Martinho Campos";-;4;26;39;32;31;20;1;-;-;-;-;-;153
"314053 Martins Soares";-;1;16;26;28;24;8;2;-;-;-;-;-;105
"314055 Mata Verde";-;-;21;19;17;11;12;2;-;-;-;-;-;82
"314060 Materlândia";-;1;1;14;13;7;8;3;-;-;-;-;-;47
"314070 Mateus Leme";-;3;70;89;113;107;48;4;1;-;-;-;-;435
"317150 Mathias Lobato";-;-;6;10;13;7;1;1;-;-;-;-;-;38
"314080 Matias Barbosa";-;-;12;27;44;20;15;2;-;-;-;-;-;120
"314085 Matias Cardoso";-;3;31;25;33;23;8;3;-;-;-;-;-;126
"314090 Matipó";-;4;67;73;62;37;27;8;-;-;-;-;-;278
"314100 Mato Verde";-;1;21;31;33;33;20;2;1;-;-;-;-;142
"314110 Matozinhos";-;-;72;115;131;96;57;13;-;-;-;-;-;484
"314120 Matutina";-;-;3;6;7;10;2;2;-;-;-;-;-;30
"314130 Medeiros";-;2;3;11;9;12;3;-;1;-;-;-;-;41
"314140 Medina";-;1;42;69;52;55;21;6;1;-;-;-;-;247
"314150 Mendes Pimentel";-;-;9;20;11;9;5;1;-;1;-;-;-;56
"314160 Mercês";-;1;13;19;16;16;10;3;-;-;-;-;-;78
"314170 Mesquita";-;-;9;14;18;14;8;3;-;-;-;-;-;66
"314180 Minas Novas";-;2;67;80;69;53;30;8;1;-;-;-;-;310
"314190 Minduri";-;-;4;6;4;10;7;-;-;-;-;-;-;31
"314200 Mirabela";-;3;32;45;39;26;9;3;-;-;-;-;-;157
"314210 Miradouro";-;-;9;14;16;18;8;-;-;-;-;-;-;65
"314220 Miraí";-;1;21;23;33;29;14;2;-;-;-;-;-;123
"314225 Miravânia";-;-;10;19;16;11;7;1;1;-;-;-;-;65
"314230 Moeda";-;-;5;10;9;10;4;3;-;-;-;-;-;41
"314240 Moema";-;-;10;20;21;22;8;2;-;-;-;-;-;83
"314250 Monjolos";-;1;3;6;5;8;4;-;-;-;-;-;-;27
"314260 Monsenhor Paulo";-;-;11;25;19;17;9;2;-;-;-;-;-;83
"314270 Montalvânia";-;1;34;70;48;35;11;7;-;-;-;-;-;206
"314280 Monte Alegre de Minas";-;1;57;81;58;49;15;3;1;-;-;-;-;265
"314290 Monte Azul";-;1;37;66;48;49;21;3;1;-;-;-;-;226
"314300 Monte Belo";-;1;27;39;35;21;14;5;1;-;-;-;-;143
"314310 Monte Carmelo";-;7;114;166;147;92;45;9;1;-;-;-;-;581
"314315 Monte Formoso";-;2;21;17;12;10;2;1;-;-;-;-;-;65
"314320 Monte Santo de Minas";-;4;32;55;48;47;14;4;-;-;-;-;-;204
"314340 Monte Sião";-;-;27;60;53;54;32;16;-;-;-;-;-;242
"314330 Montes Claros";-;30;733;1363;1533;1365;726;152;12;2;-;-;-;5916
"314345 Montezuma";-;2;10;18;12;13;10;-;-;-;-;-;-;65
"314350 Morada Nova de Minas";-;-;18;21;17;15;5;5;-;-;-;-;-;81
"314360 Morro da Garça";-;-;8;10;9;5;3;-;-;-;-;-;-;35
"314370 Morro do Pilar";-;-;6;2;7;6;3;2;-;-;-;-;-;26
"314380 Munhoz";-;1;11;17;12;12;10;1;-;-;-;-;-;64
"314390 Muriaé";-;10;214;293;326;311;166;20;1;-;-;-;-;1341
"314400 Mutum";-;1;54;75;96;69;36;8;-;-;-;-;-;339
"314410 Muzambinho";-;-;37;63;72;63;24;8;-;-;-;-;-;267
"314420 Nacip Raydan";-;-;1;8;7;4;4;1;-;-;-;-;-;25
"314430 Nanuque";-;3;84;114;113;104;40;8;2;-;-;-;-;468
"314435 Naque";-;1;19;33;24;14;8;3;-;-;-;-;-;102
"314437 Natalândia";-;2;15;11;9;7;3;-;-;-;-;-;-;47
